Text,Subject,Object,Domain,Range
"CVE-2014-0953 Cross-site scripting ( XSS ) vulnerability in IBM WebSphere Portal 6.1.0.0 through 6.1.0.6 CF27 , 6.1.5.0 through 6.1.5.3 CF27 , 7.0.0 through 7.0.0.2 CF28 , and 8.0.0 before 8.0.0.1 CF12 allows remote attackers to inject arbitrary web script or HTML via a crafted URL . ",Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-0955 Cross-site scripting ( XSS ) vulnerability in IBM WebSphere Portal 8.0 before 8.0.0.1 CF12 , when Social Rendering in Connections integration is enabled, allows remote authenticated users to inject arbitrary web script or HTML via unspecified vectors . ",Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-0957 Cross-site scripting ( XSS ) vulnerability in IBM Business Process Manager 7.5 through 8.5.5 , and WebSphere Lombardi Edition 7.2 , allows remote attackers to inject arbitrary web script or HTML via a crafted URL that triggers a service failure . ",Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-0961 Cross-site request forgery ( CSRF ) vulnerability in IBM Tivoli Identity Manager (ITIM) 5.0 before 5.0.0.15 and 5.1 before 5.1.0.15 and IBM Security Identity Manager (ISIM) 6.0 before 6.0.0.2 allows remote authenticated users to hijack the authentication of arbitrary users for requests that insert XSS sequences . ,Cross-site request forgery ( CSRF ) vulnerability ,to hijack the authentication of arbitrary users for requests that insert XSS sequences ,Vulnerability,Weakness
CVE-2014-0967 Cross-site scripting ( XSS ) vulnerability in the GDS component in IBM InfoSphere Master Data Management - Collaborative Edition 10.x and 11.x before 11.0 FP4 and InfoSphere Master Data Management Server for Product Information Management 9.0 and 9.1 allows remote authenticated users to inject arbitrary web script or HTML via a crafted URL . ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-0969 Cross-site request forgery ( CSRF ) vulnerability in the GDS component in IBM InfoSphere Master Data Management - Collaborative Edition 10.x and 11.x before 11.0-FP5 and InfoSphere Master Data Management Server for Product Information Management 9.x through 11.x before 11.3-IF2 allows remote authenticated users to hijack the authentication of arbitrary users . ,Cross-site request forgery ( CSRF ) vulnerability ,to hijack the authentication of arbitrary users ,Vulnerability,Weakness
"CVE-2014-0973 The image verify function in platform/msm shared/image verify.c in the Little Kernel ( LK ) bootloader , as distributed with Qualcomm Innovation Center ( QuIC ) Android contributions for MSM devices and other products , does not check whether a certain digest size is consistent with the RSA public decrypt API specification , which makes it easier for attackers to bypass boot-image authentication requirements via trailing data . ",does not check whether a certain digest size is consistent with the RSA public decrypt API specification ,to bypass boot-image authentication requirements ,Vulnerability,Weakness
"CVE-2014-0977 Cross-site scripting ( XSS ) vulnerability in the Rich Text Editor in Movable Type 5.0x , 5.1x before 5.161 , 5.2.x before 5.2.9 , and 6.0.x before 6.0.1 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors . ",Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-0979 The start authentication function in lightdm-gtk-greeter.c in LightDM GTK+ Greeter before 1.7.1 does not properly handle the return value from the lightdm greeter get authentication user function , which allows local users to cause a denial of service (NULL pointer dereference) via an empty username . ",does not properly handle the return value from the lightdm greeter get authentication user function ,to cause a denial of service ,Vulnerability,Weakness
"CVE-2014-0981 VBox/GuestHost/OpenGL/util/net.c in Oracle VirtualBox before 3.2.22 , 4.0.x before 4.0.24 , 4.1.x before 4.1.32 , 4.2.x before 4.2.24 , and 4.3.x before 4.3.8 , when using 3D Acceleration allows local guest OS users to execute arbitrary code on the Chromium server via crafted Chromium network pointer in a (1) CR MESSAGE or (2) CR MESSAGE message to the VBoxSharedCrOpenGL service, which triggers an arbitrary pointer dereference and memory corruption . NOTE: this issue was MERGED with CVE-2014-0982 because it is the same type of vulnerability affecting the same set of versions. All CVE users should reference CVE-2014-0981 instead of CVE-2014-0982. ",an arbitrary pointer dereference and memory corruption ,to execute arbitrary code on the Chromium server ,Vulnerability,Weakness
"CVE-2014-0983 Multiple array index errors in programs that are automatically generated by VBox/HostServices/SharedOpenGL/crserverlib/server dispatch.py in Oracle VirtualBox 4.2.x through 4.2.20 and 4.3.x before 4.3.8 , when using 3D Acceleration, allow local guest OS users to execute arbitrary code on the Chromium server via certain CR MESSAGE OPCODES messages with a crafted index , which are not properly handled by the (1) CR VERTEXATTRIB4NUBARB to the crServerDispatchVertexAttrib4NubARB function, (2) CR VERTEXATTRIB1DARB to the crServerDispatchVertexAttrib1dARB function, (3) CR VERTEXATTRIB1FARB to the crServerDispatchVertexAttrib1fARB function, (4) CR VERTEXATTRIB1SARB to the crServerDispatchVertexAttrib1sARB function, (5) CR VERTEXATTRIB2DARB to the crServerDispatchVertexAttrib2dARB function, (6) CR VERTEXATTRIB2FARB to the crServerDispatchVertexAttrib2fARB function, (7) CR VERTEXATTRIB2SARB to the crServerDispatchVertexAttrib2sARB function, (8) CR VERTEXATTRIB3DARB to the crServerDispatchVertexAttrib3dARB function, (9) CR VERTEXATTRIB3FARB to the crServerDispatchVertexAttrib3fARB function, (10) CR VERTEXATTRIB3SARB to the crServerDispatchVertexAttrib3sARB function, (11) CR VERTEXATTRIB4DARB to the crServerDispatchVertexAttrib4dARB function, (12) CR VERTEXATTRIB4FARB to the crServerDispatchVertexAttrib4fARB function, and (13) CR VERTEXATTRIB4SARB to the crServerDispatchVertexAttrib4sARB function. ",Multiple array index errors in programs ,to execute arbitrary code on the Chromium server ,Vulnerability,Weakness
CVE-2014-0985 Stack-based buffer overflow in Advantech WebAccess (formerly BroadWin WebAccess) 7.2 allows remote attackers to execute arbitrary code via the NodeName parameter . ,Stack-based buffer overflow ,to execute arbitrary code ,Vulnerability,Weakness
CVE-2014-0987 Stack-based buffer overflow in Advantech WebAccess (formerly BroadWin WebAccess) 7.2 allows remote attackers to execute arbitrary code via the NodeName2 parameter . ,Stack-based buffer overflow ,to execute arbitrary code ,Vulnerability,Weakness
CVE-2014-0989 Stack-based buffer overflow in Advantech WebAccess (formerly BroadWin WebAccess) 7.2 allows remote attackers to execute arbitrary code via the AccessCode2 parameter . ,Stack-based buffer overflow ,to execute arbitrary code ,Vulnerability,Weakness
CVE-2014-0991 Stack-based buffer overflow in Advantech WebAccess (formerly BroadWin WebAccess) 7.2 allows remote attackers to execute arbitrary code via the projectname parameter . ,Stack-based buffer overflow ,to execute arbitrary code ,Vulnerability,Weakness
CVE-2014-0993 Buffer overflow in the Vcl.Graphics.TPicture.Bitmap implementation in the Visual Component Library ( VCL ) in Embarcadero Delphi XE6 20.0.15596.9843 and C++ Builder XE6 20.0.15596.9843 allows remote attackers to execute arbitrary code via a crafted BMP file . ,Buffer overflow ,to execute arbitrary code ,Vulnerability,Weakness
CVE-2014-100002 Directory traversal vulnerability in ManageEngine SupportCenter Plus 7.9 before 7917 allows remote attackers to read arbitrary files via a .. % 2f ( dot dot encoded slash ) in the attach parameter to WorkOrder.do in the file attachment for a new ticket . ,Directory traversal vulnerability ,to read arbitrary files ,Vulnerability,Weakness
CVE-2014-100004 Cross-site scripting ( XSS ) vulnerability in Sitecore CMS before 7.0 Update-4 (rev. 140120) allows remote attackers to inject arbitrary web script or HTML via the xmlcontrol parameter to the default URI . NOTE: some of these details are obtained from third party information. ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-100006 Multiple cross-site scripting ( XSS ) vulnerabilities in modules v3/googlemap/wt v3 street view.php in webtrees before 1.5.2 allow remote attackers to inject arbitrary web script or HTML via the (1) map, (2) streetview, or (3) reset parameter. ",Multiple cross-site scripting ( XSS ) vulnerabilities ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-100008 Cross-site scripting ( XSS ) vulnerability in includes/delete img.php in the Joomlaskin JS Multi Hotel (aka JS MultiHotel and Js-Multi-Hotel) plugin 2.2.1 and earlier for WordPress allows remote attackers to inject arbitrary web script or HTML via the path parameter . ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE- 2 014-10001 Multiple cross-site request forgery ( CSRF ) vulnerabilities in PHPJabbers Appointment Scheduler 2 .0 allow remote attackers to hijack the authentication of administrators for requests that (1) conduct cross-site scripting (XSS) attacks via the i18n [ 1 ] [ name ] parameter in a pjActionCreate action to the pjAdminServices controller or ( 2 ) add an administrator via a pjActionCreate action to the pjAdminUsers controller. ,Multiple cross-site request forgery ( CSRF ) vulnerabilities ,to hijack the authentication of administrators ,Vulnerability,Weakness
CVE-2014-100011 SQL injection vulnerability in /send-to in Sendy 1.1.9.1 allows remote attackers to execute arbitrary SQL commands via the c parameter . ,SQL injection vulnerability ,to execute arbitrary SQL commands ,Vulnerability,Weakness
CVE-2014-100013 Multiple cross-site scripting ( XSS ) vulnerabilities in clientResponse 4.1 allow remote attackers to inject arbitrary web script or HTML via the (1) Subject or (2) Message field. ,Multiple cross-site scripting ( XSS ) vulnerabilities ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE- 2014 -100015 Directory traversal vulnerability in pdmwService.exe in SolidWorks Workgroup PDM 2014 allows remote attackers to write to arbitrary files via a .. (dot dot) in the filename in a file upload. ,Directory traversal vulnerability ,to write to arbitrary files ,Vulnerability,Weakness
CVE-2014-100017 Cross-site scripting ( XSS ) vulnerability in canned opr.php in PhpOnlineChat 3 .0 allows remote attackers to inject arbitrary web script or HTML via the message field . ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-100019 SQL injection vulnerability in the LTree converter in Pomm before 1.1.5 allows remote attackers to execute arbitrary SQL commands via unspecified vectors . ,SQL injection vulnerability ,to execute arbitrary SQL commands ,Vulnerability,Weakness
CVE-2014-100020 SQL injection vulnerability in ChangeEmail.php in iTechClassifieds 3.03.057 allows remote attackers to execute arbitrary SQL commands via the PreviewNum parameter . NOTE: the CatID parameter is already covered by CVE-2008-0685. ,SQL injection vulnerability ,to execute arbitrary SQL commands ,Vulnerability,Weakness
CVE-2014-100022 SQL injection vulnerability in question.php in the mTouch Quiz before 3.0.7 for WordPress allows remote attackers to execute arbitrary SQL commands via the quiz parameter to wp-admin/edit.php . ,SQL injection vulnerability ,to execute arbitrary SQL commands ,Vulnerability,Weakness
CVE-2014-100024 Cross-site scripting ( XSS ) vulnerability in Seo Panel before 3.4.0 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors . ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-100026 Cross-site scripting ( XSS ) vulnerability in readme.php in the April 's Super Functions Pack plugin before 1.4.8 for WordPress allows remote attackers to inject arbitrary web script or HTML via the page parameter . NOTE: some of these details are obtained from third party information. ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-100028 Cross-site scripting ( XSS ) vulnerability in /signup in WEBCrafted allows remote attackers to inject arbitrary web script or HTML via the username . ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-201 4 -10003 Multiple cross-site scripting ( XSS ) vulnerabilities in Maian Uploader 4 .0 allow remote attackers to inject arbitrary web script or HTML via the width parameter to (1) uploader/admin/js/load or (2) uploader/js/load ,Multiple cross-site scripting ( XSS ) vulnerabilities ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-100031 Multiple SQL injection vulnerabilities in Ganesha Digital Library ( GDL ) 4.2 allow remote attackers to execute arbitrary SQL commands via the id parameter in (1) download.php or (2) main.php. ,Multiple SQL injection vulnerabilities ,to execute arbitrary SQL commands ,Vulnerability,Weakness
CVE-2014-100033 Directory traversal vulnerability in LicensePal ArcticDesk before 1.2.5 allows remote attackers to read arbitrary files via unspecified vectors . ,Directory traversal vulnerability ,to read arbitrary files ,Vulnerability,Weakness
CVE-2014-100035 SQL injection vulnerability in the ticket grid in the admin interface in LicensePal ArcticDesk before 1.2.5 allows remote attackers to execute arbitrary SQL commands via unspecified vectors . ,SQL injection vulnerability ,to execute arbitrary SQL commands ,Vulnerability,Weakness
CVE-2014-100037 Cross-site scripting ( XSS ) vulnerability in Storytlr 1.3.dev and earlier allows remote attackers to inject arbitrary web script or HTML via the PATH INFO to archives /. ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-201 4 -10006 Multiple cross-site request forgery ( CSRF ) vulnerabilities in Maian Uploader 4 .0 allow remote attackers to hijack the authentication of unspecified users for requests that conduct cross-site scripting ( XSS ) attacks via the width parameter to (1) uploader/admin/js/load or (2) uploader/js/load ,Multiple cross-site request forgery ( CSRF ) vulnerabilities ,to hijack the authentication of unspecified users for requests that conduct cross-site scripting ( XSS ) attacks ,Vulnerability,Weakness
"CVE-20 1 4- 1 0008 Multiple cross-site request forgery ( CSRF ) vulnerabilities in Stark CRM 1 .0 allow remote attackers to hijack the authentication of administrators for requests that add ( 1 ) an administrator via a crafted request to the admin page , (2) an agent via a crafted request to the agent page, (3) a sub-agent via a crafted request to the sub page, (4) a partner via a crafted request to the partner page, or (5) a client via a crafted request to the client page. ",Multiple cross-site request forgery ( CSRF ) vulnerabilities ,to hijack the authentication of administrators ,Vulnerability,Weakness
CVE- 2 014-10010 Directory traversal vulnerability in PHPJabbers Appointment Scheduler 2 .0 allows remote attackers to read arbitrary files via a .. (dot dot) in the id parameter in a pjActionDownload action to the pjBackup controller. ,Directory traversal vulnerability ,to read arbitrary files ,Vulnerability,Weakness
CVE-2014-10012 Cross-site scripting ( XSS ) vulnerability in the Another WordPress Classifieds Plugin plugin for WordPress allows remote attackers to inject arbitrary web script or HTML via the query string to the default URI . ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE- 2 014-10014 Multiple cross-site request forgery ( CSRF ) vulnerabilities in PHPJabbers Event Booking Calendar 2 .0 allow remote attackers to hijack the authentication of administrators for requests that (1) change the username and password of the administrator via an update action to the AdminOptions controller or conduct cross-site scripting (XSS) attacks via the ( 2 ) event title parameter in a create action to the AdminEvents controller or (3) category title parameter in a create action to the AdminCategories controller . ,Multiple cross-site request forgery ( CSRF ) vulnerabilities ,to hijack the authentication of administrators for requests ,Vulnerability,Weakness
"CVE-2014-10016 Multiple cross-site scripting ( XSS ) vulnerabilities in the Welcart e-Commerce plugin 1.3.12 for WordPress allow remote attackers to inject arbitrary web script or HTML via (1) unspecified vectors related to purchase limit or the (2) name, (3) intl, (4) nocod, or (5) time parameter in an add delivery action to wp-admin/admin-ajax.php. ",Multiple cross-site scripting ( XSS ) vulnerabilities ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-10018 Cross-site scripting ( XSS ) vulnerability in webconfig/wlan/country.html/country in the Teracom T2-B-Gawv1.4U10Y-BI modem allows remote attackers to inject arbitrary web script or HTML via the essid parameter . ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-10020 SQL injection vulnerability in login.php in Simple e-document 1.31 allows remote attackers to execute arbitrary SQL commands via the username parameter . ,SQL injection vulnerability ,to execute arbitrary SQL commands ,Vulnerability,Weakness
CVE-2014-10028 Cross-site scripting ( XSS ) vulnerability in D-Link DAP-1360 router with firmware 2.5.4 and later allows remote attackers to inject arbitrary web script or HTML via the res buf parameter to index.cgi when res config is set to 41. ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-10030 Open redirect vulnerability in forums/login.php in FluxBB before 1.4.13 and 1.5.x before 1.5.7 allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks via a URL in the redirect url parameter . ,Open redirect vulnerability ,to redirect users to arbitrary web sites and conduct phishing attacks ,Vulnerability,Weakness
CVE-20 1 4- 1 0032 SQL injection vulnerability in news popup.php in Taboada MacroNews 1 .0 allows remote authenticated users to execute arbitrary SQL commands via the id parameter . ,SQL injection vulnerability ,to execute arbitrary SQL commands ,Vulnerability,Weakness
CVE-2014-10034 Multiple SQL injection vulnerabilities in the admin area in couponPHP before 1.2.0 allow remote administrators to execute arbitrary SQL commands via the (1) iDisplayLength or (2) iDisplayStart parameter to (a) comments or (b) stores in admin/ajax/. ,Multiple SQL injection vulnerabilities ,to execute arbitrary SQL commands ,Vulnerability,Weakness
CVE-2014-10036 Cross-site scripting ( XSS ) vulnerability in JetBrains TeamCity before 8.1 allows remote attackers to inject arbitrary web script or HTML via the cameFromUrl parameter to feed/generateFeedUrl.html. ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-1204 SQL injection vulnerability in Tableau Server 8.0.x before 8.0.7 and 8.1.x before 8.1.2 allows remote authenticated users to execute arbitrary SQL commands via unspecified vectors . NOTE: this can be exploited by unauthenticated remote attackers if the guest user is enabled . ,SQL injection vulnerability ,guest user is enabled ,Vulnerability,Weakness
CVE-2014-1206 SQL injection vulnerability in the password reset page in Open Web Analytics ( OWA ) before 1.5.5 allows remote attackers to execute arbitrary SQL commands via the owa email address parameter in a base.passwordResetRequest action to index.php . ,SQL injection vulnerability ,password reset page ,Vulnerability,Weakness
"CVE-2014-1222 Directory traversal vulnerability in kcfinder/browse.php in Vtiger CRM before 6.0.0 Security patch 1 allows remote authenticated users to read arbitrary files via a .. (dot dot) in the file parameter in a download action . NOTE: it is likely that this issue is actually in the KCFinder third-party component, and it affects additional products besides Vtiger CRM . ",Directory traversal vulnerability ,kcfinder/browse.php ,Vulnerability,Weakness
CVE-2014-1224 Incomplete blacklist vulnerability in the user registration feature in rexx Recruitment R6.1 and R7 without `` fixes from 2014-01-15 '' allows remote attackers to conduct cross-site scripting (XSS) attacks via the oninput event handler in the fname parameter to the default URI in /reg. ,Incomplete blacklist vulnerability ,user registration feature ,Vulnerability,Weakness
"CVE-2014-1445 The wanxl ioctl function in drivers/net/wan/wanxl.c in the Linux kernel before 3.11.7 does not properly initialize a certain data structure , which allows local users to obtain sensitive information from kernel memory via an ioctl call . ",wanxl ioctl function ,does not properly initialize a certain data structure ,Vulnerability,Weakness
"CVE-2014-1525 The mozilla : :dom : :TextTrack : :AddCue function in Mozilla Firefox before 29.0 and SeaMonkey before 2.26 does not properly perform garbage collection for Text Track Manager variables , which allows remote attackers to execute arbitrary code or cause a denial of service ( use-after-free and heap memory corruption ) via a crafted VIDEO element in an HTML document . ",mozilla : :dom : :TextTrack : :AddCue function ,does not properly perform garbage collection for Text Track Manager variables ,Vulnerability,Weakness
"CVE-2014-1549 The mozilla : :dom : :AudioBufferSourceNodeEngine : :CopyFromInputBuffer function in Mozilla Firefox before 31.0 and Thunderbird before 31.0 does not properly allocate Web Audio buffer memory , which allows remote attackers to e xecute arbitrary code or cause a denial of service ( buffer overflow and application crash ) via crafted audio content that is improperly handled during playback buffering . ",The mozilla : :dom : :AudioBufferSourceNodeEngine : :CopyFromInputBuffer function ,does not properly allocate Web Audio buffer memory ,Vulnerability,Weakness
"CVE-2014-1593 Stack-based buffer overflow in the mozilla : :FileBlockCache : :Read function in Mozilla Firefox before 34.0, Firefox ESR 31.x before 31.3, Thunderbird before 31.3, and SeaMonkey before 2.31 allows remote attackers to execute arbitrary code via crafted media content . ",buffer overflow ,execute arbitrary code ,Vulnerability,Weakness
"CVE-2014-1599 Multiple cross-site scripting ( XSS ) vulnerabilities in the SFR Box router with firmware NB6-MAIN-R3.3.4 allow remote attackers to inject arbitrary web script or HTML via unspecified parameters to ( 1 ) dns , ( 2 ) dhcp , ( 3 ) nat , ( 4 ) route , or ( 5 ) lan in network/ ; or ( 6 ) wifi/config . ",cross-site scripting ( XSS ) vulnerabilities ,inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-1603 Multiple cross-site scripting ( XSS ) vulnerabilities in GetSimple CMS 3.3.1 allow remote attackers to inject arbitrary web script or HTML via the ( 1 ) param parameter to admin/load.php or ( 2 ) user , ( 3 ) email , or ( 4 ) name parameter in a Save Settings action to admin/settings.php . ",cross-site scripting ( XSS ) vulnerabilities ,inject arbitrary web script or HTML ,Vulnerability,Weakness
