Text,Subject,Object,Domain,Range
"CVE-2014-0873 Multiple cross-site request forgery ( CSRF ) vulnerabilities in the ( 1 ) Data Stewardship , ( 2 ) Business Admin , and ( 3 ) Product interfaces in IBM InfoSphere Master Data Management ( MDM ) Server 8.5 before 8.5.0.82 , 9.0.1 before 9.0.1.38 , 9.0.2 before 9.0.2.35 , 10.0 before 10.0.0.0.26 , and 10.1 before 10.1.0.0.15 allow remote attackers to hijack the authentication of arbitrary users . ",Multiple cross-site request forgery ( CSRF ) vulnerabilities ,remote attackers ,Vulnerability,Attacker
"CVE-2014-0879 Stack-based buffer overflow in the Taskmaster Capture ActiveX control in IBM Datacap Taskmaster Capture 8.0.1 , and 8.1 before FP2 , allows remote attackers to execute arbitrary code via unspecified vectors . ",Stack-based buffer overflow ,remote attackers ,Vulnerability,Attacker
CVE-2014-0885 Cross-site request forgery ( CSRF ) vulnerability in the Admin Web UI in IBM Lotus Protector for Mail Security 2.8.x before 2.8.1-22905 allows remote authenticated users to hijack the authentication of unspecified victims via unknown vectors . ,Cross-site request forgery ( CSRF ) vulnerability ,remote authenticated users ,Vulnerability,Attacker
"CVE-2014-0889 Multiple cross-site scripting ( XSS ) vulnerabilities in IBM Atlas Suite ( aka Atlas Policy Suite ) , as used in Atlas eDiscovery Process Management through 6.0.3 , Disposal and Governance Management for IT through 6.0.3 , and Global Retention Policy and Schedule Management through 6.0.3 , allow remote attackers to inject arbitrary web script or HTML via unspecified parameters . ",Multiple cross-site scripting ( XSS ) vulnerabilities ,remote attackers ,Vulnerability,Attacker
CVE-2014-0893 Cross-site scripting ( XSS ) vulnerability in customreport.jsp in IBM Maximo Asset Management 7.5.x before 7.5.0.5 IFIX006 and SmartCloud Control Desk 7.x before 7.5.0.3 and 7.5.1.x before 7.5.1.2 allows remote authenticated users to inject arbitrary web script or HTML via unspecified parameters . ,Cross-site scripting ( XSS ) vulnerability ,remote authenticated users ,Vulnerability,Attacker
CVE-2014-0895 Buffer overflow in the vsflex8l ActiveX control in IBM SPSS SamplePower 3.0.1 before FP1 3.0.1-IM-S3SAMPC-WIN32-FP001-IF02 allows remote attackers to execute arbitrary code via a crafted ComboList property value . ,Buffer overflow ,remote attackers ,Vulnerability,Attacker
"CVE-2014-0897 The Configuration Patterns component in IBM Flex System Manager ( FSM ) 1.2.0.x , 1.2.1.x , 1.3.0.x , and 1.3.1.x uses a weak algorithm in an encryption step during Chassis Management Module ( CMM ) account creation , which makes it easier for remote authenticated users to defeat cryptographic protection mechanisms via unspecified vectors . ",uses a weak algorithm in an encryption step during Chassis Management Module ( CMM ) account creation ,remote authenticated users ,Vulnerability,Attacker
CVE-2014-0901 Cross-site scripting ( XSS ) vulnerability in the Social Rendering implementation in the IBM Connections integration in IBM WebSphere Portal 8.0.0.x before 8.0.0.1 CF11 allows remote authenticated users to inject arbitrary web script or HTML via unspecified vectors . ,Cross-site scripting ( XSS ) vulnerability ,remote authenticated users ,Vulnerability,Attacker
"CVE-2014-0905 IBM InfoSphere BigInsights 2.0 through 2.1.2 does not set the secure flag for the LTPA cookie in an https session , which makes it easier for remote attackers to capture this cookie by intercepting its transmission within an http session . ",does not set the secure flag for the LTPA cookie in an https session ,remote attackers ,Vulnerability,Attacker
"CVE-2014-0907 Multiple untrusted search path vulnerabilities in unspecified ( 1 ) setuid and ( 2 ) setgid programs in IBM DB2 9.5 , 9.7 before FP9a , 9.8 , 10.1 before FP3a , and 10.5 before FP3a on Linux and UNIX allow local users to gain root privileges via a Trojan horse library . ",Multiple untrusted search path vulnerabilities ,local users ,Vulnerability,Attacker
"CVE-2014-0909 The Administration and Reporting Tool in IBM Rational License Key Server ( RLKS ) 8.1.4.x before 8.1.4.4 does not set the secure flag for the session cookie in an https session , which makes it easier for remote attackers to capture this cookie by intercepting its transmission within an http session . ",does not set the secure flag for the session cookie in an https session ,remote attackers ,Vulnerability,Attacker
"CVE-2014-0913 Cross-site scripting ( XSS ) vulnerability in IBM iNotes and Domino 8.5.3 FP6 before IF2 and 9.0.1 before FP1 allows remote attackers to inject arbitrary web script or HTML via an e-mail message , aka SPR BFEY9GXHZE . ",Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
"CVE-2014-0915 Multiple cross-site scripting ( XSS ) vulnerabilities in IBM Maximo Asset Management 6.2 through 6.2.8 , 6.x and 7.1 through 7.1.1.2 , and 7.5 through 7.5.0.6 ; Maximo Asset Management 7.5 through 7.5.0.3 and 7.5.1 through 7.5.1.2 for SmartCloud Control Desk; and Maximo Asset Management 6.2 through 6.2.8 , 7.1 through 7.1.1.2 , and 7.2 for Tivoli Asset Management for IT and certain other products allow remote authenticated users to inject arbitrary web script or HTML via ( 1 ) the KPI display name field or ( 2 ) a portlet field . ",Multiple cross-site scripting ( XSS ) vulnerabilities ,remote authenticated users ,Vulnerability,Attacker
"CVE-2014-0917 Cross-site scripting ( XSS ) vulnerability in IBM Eclipse Help System ( IEHS ) in IBM WebSphere Portal 6.1.0 through 6.1.0.6 CF27 , 6.1.5 through 6.1.5.3 CF27 , 7.0 through 7.0.0.2 CF27 , and 8.0 before 8.0.0.1 CF06 allows remote attackers to inject arbitrary web script or HTML via a crafted URL . ",Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
"CVE-2014-0919 IBM DB2 9.5 through 10.5 on Linux , UNIX , and Windows stores passwords during the processing of certain SQL statements by the monitoring and audit facilities , which allows remote authenticated users to obtain sensitive information via commands associated with these facilities . ",stores passwords during the processing of certain SQL statements by the monitoring and audit facilities ,remote authenticated users ,Vulnerability,Attacker
CVE-2014-0925 Open redirect vulnerability in IBM Sterling Control Center 5.4.0 before 5.4.0.1 iFix 3 and 5.4.1 before 5.4.1.0 iFix 2 allows remote authenticated users to redirect users to arbitrary web sites and conduct phishing attacks via a crafted URL . ,Open redirect vulnerability ,remote authenticated users ,Vulnerability,Attacker
CVE-2014-0929 Cross-site request forgery ( CSRF ) vulnerability in the Profiles component in IBM Connections through 3.0.1.1 CR3 allows remote authenticated users to hijack the authentication of arbitrary users for requests that trigger follow actions . ,Cross-site request forgery ( CSRF ) vulnerability ,remote authenticated users ,Vulnerability,Attacker
CVE-2014-0933 Cross-site request forgery ( CSRF ) vulnerability in IBM InfoSphere Information Server Metadata Workbench 8.1 through 9.1 allows remote attackers to hijack the authentication of arbitrary users . ,Cross-site request forgery ( CSRF ) vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-0935 Unspecified vulnerability in IBM Smart Analytics System 7700 before FP 2.1.3.0 and 7710 before FP 2.1.3.0 allows local users to gain privileges via vectors related to events . ,Unspecified vulnerability ,local users ,Vulnerability,Attacker
"CVE-2014-0941 Cross-site scripting ( XSS ) vulnerability in webtop/eventviewer/eventViewer.jsp in the Web GUI in IBM Netcool/OMNIbus 7.4.0 before FP2 allows remote authenticated users to inject arbitrary web script or HTML via a crafted URL , a different vulnerability than CVE-2014-0942. ",Cross-site scripting ( XSS ) vulnerability ,remote authenticated users ,Vulnerability,Attacker
"CVE-2014-0945 Cross-site scripting ( XSS ) vulnerability in the RES Console in Rule Execution Server in IBM Operational Decision Manager 7.5 before FP3 IF37 , 8.0 before MP1 FP2 , and 8.5 before MP1 IF26 allows remote authenticated users to inject arbitrary web script or HTML via a crafted URL . ",Cross-site scripting ( XSS ) vulnerability ,remote authenticated users ,Vulnerability,Attacker
CVE-2014-0947 Unspecified vulnerability in the server in IBM Rational Software Architect Design Manage r 4.0.6 allows remote authenticated users to execute arbitrary code via a crafted update site . ,Unspecified vulnerability ,remote authenticated users ,Vulnerability,Attacker
CVE-2014-0951 Cross-site scripting ( XSS ) vulnerability in FilterForm.jsp in IBM WebSphere Portal 7.0 before 7.0.0.2 CF28 and 8.0 before 8.0.0.1 CF12 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors . ,Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
"CVE-2014-0953 Cross-site scripting ( XSS ) vulnerability in IBM WebSphere Portal 6.1.0.0 through 6.1.0.6 CF27 , 6.1.5.0 through 6.1.5.3 CF27 , 7.0.0 through 7.0.0.2 CF28 , and 8.0.0 before 8.0.0.1 CF12 allows remote attackers to inject arbitrary web script or HTML via a crafted URL . ",Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
"CVE-2014-0955 Cross-site scripting ( XSS ) vulnerability in IBM WebSphere Portal 8.0 before 8.0.0.1 CF12 , when Social Rendering in Connections integration is enabled, allows remote authenticated users to inject arbitrary web script or HTML via unspecified vectors . ",Cross-site scripting ( XSS ) vulnerability ,remote authenticated users ,Vulnerability,Attacker
"CVE-2014-0957 Cross-site scripting ( XSS ) vulnerability in IBM Business Process Manager 7.5 through 8.5.5 , and WebSphere Lombardi Edition 7.2 , allows remote attackers to inject arbitrary web script or HTML via a crafted URL that triggers a service failure . ",Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-0961 Cross-site request forgery ( CSRF ) vulnerability in IBM Tivoli Identity Manager (ITIM) 5.0 before 5.0.0.15 and 5.1 before 5.1.0.15 and IBM Security Identity Manager (ISIM) 6.0 before 6.0.0.2 allows remote authenticated users to hijack the authentication of arbitrary users for requests that insert XSS sequences . ,Cross-site request forgery ( CSRF ) vulnerability ,remote authenticated users ,Vulnerability,Attacker
CVE-2014-0967 Cross-site scripting ( XSS ) vulnerability in the GDS component in IBM InfoSphere Master Data Management - Collaborative Edition 10.x and 11.x before 11.0 FP4 and InfoSphere Master Data Management Server for Product Information Management 9.0 and 9.1 allows remote authenticated users to inject arbitrary web script or HTML via a crafted URL . ,Cross-site scripting ( XSS ) vulnerability ,remote authenticated users ,Vulnerability,Attacker
CVE-2014-0969 Cross-site request forgery ( CSRF ) vulnerability in the GDS component in IBM InfoSphere Master Data Management - Collaborative Edition 10.x and 11.x before 11.0-FP5 and InfoSphere Master Data Management Server for Product Information Management 9.x through 11.x before 11.3-IF2 allows remote authenticated users to hijack the authentication of arbitrary users . ,Cross-site request forgery ( CSRF ) vulnerability ,remote authenticated users ,Vulnerability,Attacker
"CVE-2014-0973 The image verify function in platform/msm shared/image verify.c in the Little Kernel ( LK ) bootloader , as distributed with Qualcomm Innovation Center ( QuIC ) Android contributions for MSM devices and other products , does not check whether a certain digest size is consistent with the RSA public decrypt API specification , which makes it easier for attackers to bypass boot-image authentication requirements via trailing data . ",does not check whether a certain digest size is consistent with the RSA public decrypt API specification ,attackers ,Vulnerability,Attacker
"CVE-2014-0977 Cross-site scripting ( XSS ) vulnerability in the Rich Text Editor in Movable Type 5.0x , 5.1x before 5.161 , 5.2.x before 5.2.9 , and 6.0.x before 6.0.1 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors . ",Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
"CVE-2014-0979 The start authentication function in lightdm-gtk-greeter.c in LightDM GTK+ Greeter before 1.7.1 does not properly handle the return value from the lightdm greeter get authentication user function , which allows local users to cause a denial of service (NULL pointer dereference) via an empty username . ",does not properly handle the return value from the lightdm greeter get authentication user function ,local users ,Vulnerability,Attacker
"CVE-2014-0981 VBox/GuestHost/OpenGL/util/net.c in Oracle VirtualBox before 3.2.22 , 4.0.x before 4.0.24 , 4.1.x before 4.1.32 , 4.2.x before 4.2.24 , and 4.3.x before 4.3.8 , when using 3D Acceleration allows local guest OS users to execute arbitrary code on the Chromium server via crafted Chromium network pointer in a (1) CR MESSAGE or (2) CR MESSAGE message to the VBoxSharedCrOpenGL service, which triggers an arbitrary pointer dereference and memory corruption . NOTE: this issue was MERGED with CVE-2014-0982 because it is the same type of vulnerability affecting the same set of versions. All CVE users should reference CVE-2014-0981 instead of CVE-2014-0982. ",an arbitrary pointer dereference and memory corruption ,local guest OS users ,Vulnerability,Attacker
"CVE-2014-0983 Multiple array index errors in programs that are automatically generated by VBox/HostServices/SharedOpenGL/crserverlib/server dispatch.py in Oracle VirtualBox 4.2.x through 4.2.20 and 4.3.x before 4.3.8 , when using 3D Acceleration, allow local guest OS users to execute arbitrary code on the Chromium server via certain CR MESSAGE OPCODES messages with a crafted index , which are not properly handled by the (1) CR VERTEXATTRIB4NUBARB to the crServerDispatchVertexAttrib4NubARB function, (2) CR VERTEXATTRIB1DARB to the crServerDispatchVertexAttrib1dARB function, (3) CR VERTEXATTRIB1FARB to the crServerDispatchVertexAttrib1fARB function, (4) CR VERTEXATTRIB1SARB to the crServerDispatchVertexAttrib1sARB function, (5) CR VERTEXATTRIB2DARB to the crServerDispatchVertexAttrib2dARB function, (6) CR VERTEXATTRIB2FARB to the crServerDispatchVertexAttrib2fARB function, (7) CR VERTEXATTRIB2SARB to the crServerDispatchVertexAttrib2sARB function, (8) CR VERTEXATTRIB3DARB to the crServerDispatchVertexAttrib3dARB function, (9) CR VERTEXATTRIB3FARB to the crServerDispatchVertexAttrib3fARB function, (10) CR VERTEXATTRIB3SARB to the crServerDispatchVertexAttrib3sARB function, (11) CR VERTEXATTRIB4DARB to the crServerDispatchVertexAttrib4dARB function, (12) CR VERTEXATTRIB4FARB to the crServerDispatchVertexAttrib4fARB function, and (13) CR VERTEXATTRIB4SARB to the crServerDispatchVertexAttrib4sARB function. ",Multiple array index errors in programs ,local guest OS users ,Vulnerability,Attacker
CVE-2014-0985 Stack-based buffer overflow in Advantech WebAccess (formerly BroadWin WebAccess) 7.2 allows remote attackers to execute arbitrary code via the NodeName parameter . ,Stack-based buffer overflow ,remote attackers ,Vulnerability,Attacker
CVE-2014-0987 Stack-based buffer overflow in Advantech WebAccess (formerly BroadWin WebAccess) 7.2 allows remote attackers to execute arbitrary code via the NodeName2 parameter . ,Stack-based buffer overflow ,remote attackers ,Vulnerability,Attacker
CVE-2014-0989 Stack-based buffer overflow in Advantech WebAccess (formerly BroadWin WebAccess) 7.2 allows remote attackers to execute arbitrary code via the AccessCode2 parameter . ,Stack-based buffer overflow ,remote attackers ,Vulnerability,Attacker
CVE-2014-0991 Stack-based buffer overflow in Advantech WebAccess (formerly BroadWin WebAccess) 7.2 allows remote attackers to execute arbitrary code via the projectname parameter . ,Stack-based buffer overflow ,remote attackers ,Vulnerability,Attacker
CVE-2014-0993 Buffer overflow in the Vcl.Graphics.TPicture.Bitmap implementation in the Visual Component Library ( VCL ) in Embarcadero Delphi XE6 20.0.15596.9843 and C++ Builder XE6 20.0.15596.9843 allows remote attackers to execute arbitrary code via a crafted BMP file . ,Buffer overflow ,remote attackers ,Vulnerability,Attacker
CVE-2014-100002 Directory traversal vulnerability in ManageEngine SupportCenter Plus 7.9 before 7917 allows remote attackers to read arbitrary files via a .. % 2f ( dot dot encoded slash ) in the attach parameter to WorkOrder.do in the file attachment for a new ticket . ,Directory traversal vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-100004 Cross-site scripting ( XSS ) vulnerability in Sitecore CMS before 7.0 Update-4 (rev. 140120) allows remote attackers to inject arbitrary web script or HTML via the xmlcontrol parameter to the default URI . NOTE: some of these details are obtained from third party information. ,Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
"CVE-2014-100006 Multiple cross-site scripting ( XSS ) vulnerabilities in modules v3/googlemap/wt v3 street view.php in webtrees before 1.5.2 allow remote attackers to inject arbitrary web script or HTML via the (1) map, (2) streetview, or (3) reset parameter. ",Multiple cross-site scripting ( XSS ) vulnerabilities ,remote attackers ,Vulnerability,Attacker
CVE-2014-100008 Cross-site scripting ( XSS ) vulnerability in includes/delete img.php in the Joomlaskin JS Multi Hotel (aka JS MultiHotel and Js-Multi-Hotel) plugin 2.2.1 and earlier for WordPress allows remote attackers to inject arbitrary web script or HTML via the path parameter . ,Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
CVE- 2 014-10001 Multiple cross-site request forgery ( CSRF ) vulnerabilities in PHPJabbers Appointment Scheduler 2 .0 allow remote attackers to hijack the authentication of administrators for requests that (1) conduct cross-site scripting (XSS) attacks via the i18n [ 1 ] [ name ] parameter in a pjActionCreate action to the pjAdminServices controller or ( 2 ) add an administrator via a pjActionCreate action to the pjAdminUsers controller. ,Multiple cross-site request forgery ( CSRF ) vulnerabilities ,remote attackers ,Vulnerability,Attacker
CVE-2014-100011 SQL injection vulnerability in /send-to in Sendy 1.1.9.1 allows remote attackers to execute arbitrary SQL commands via the c parameter . ,SQL injection vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-100013 Multiple cross-site scripting ( XSS ) vulnerabilities in clientResponse 4.1 allow remote attackers to inject arbitrary web script or HTML via the (1) Subject or (2) Message field. ,Multiple cross-site scripting ( XSS ) vulnerabilities ,remote attackers ,Vulnerability,Attacker
CVE- 2014 -100015 Directory traversal vulnerability in pdmwService.exe in SolidWorks Workgroup PDM 2014 allows remote attackers to write to arbitrary files via a .. (dot dot) in the filename in a file upload. ,Directory traversal vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-100017 Cross-site scripting ( XSS ) vulnerability in canned opr.php in PhpOnlineChat 3 .0 allows remote attackers to inject arbitrary web script or HTML via the message field . ,Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-100019 SQL injection vulnerability in the LTree converter in Pomm before 1.1.5 allows remote attackers to execute arbitrary SQL commands via unspecified vectors . ,SQL injection vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-100020 SQL injection vulnerability in ChangeEmail.php in iTechClassifieds 3.03.057 allows remote attackers to execute arbitrary SQL commands via the PreviewNum parameter . NOTE: the CatID parameter is already covered by CVE-2008-0685. ,SQL injection vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-100022 SQL injection vulnerability in question.php in the mTouch Quiz before 3.0.7 for WordPress allows remote attackers to execute arbitrary SQL commands via the quiz parameter to wp-admin/edit.php . ,SQL injection vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-100024 Cross-site scripting ( XSS ) vulnerability in Seo Panel before 3.4.0 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors . ,Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-100026 Cross-site scripting ( XSS ) vulnerability in readme.php in the April 's Super Functions Pack plugin before 1.4.8 for WordPress allows remote attackers to inject arbitrary web script or HTML via the page parameter . NOTE: some of these details are obtained from third party information. ,Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-100028 Cross-site scripting ( XSS ) vulnerability in /signup in WEBCrafted allows remote attackers to inject arbitrary web script or HTML via the username . ,Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-201 4 -10003 Multiple cross-site scripting ( XSS ) vulnerabilities in Maian Uploader 4 .0 allow remote attackers to inject arbitrary web script or HTML via the width parameter to (1) uploader/admin/js/load or (2) uploader/js/load ,Multiple cross-site scripting ( XSS ) vulnerabilities ,remote attackers ,Vulnerability,Attacker
CVE-2014-100031 Multiple SQL injection vulnerabilities in Ganesha Digital Library ( GDL ) 4.2 allow remote attackers to execute arbitrary SQL commands via the id parameter in (1) download.php or (2) main.php. ,Multiple SQL injection vulnerabilities ,remote attackers ,Vulnerability,Attacker
CVE-2014-100033 Directory traversal vulnerability in LicensePal ArcticDesk before 1.2.5 allows remote attackers to read arbitrary files via unspecified vectors . ,Directory traversal vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-100035 SQL injection vulnerability in the ticket grid in the admin interface in LicensePal ArcticDesk before 1.2.5 allows remote attackers to execute arbitrary SQL commands via unspecified vectors . ,SQL injection vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-100037 Cross-site scripting ( XSS ) vulnerability in Storytlr 1.3.dev and earlier allows remote attackers to inject arbitrary web script or HTML via the PATH INFO to archives /. ,Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-201 4 -10006 Multiple cross-site request forgery ( CSRF ) vulnerabilities in Maian Uploader 4 .0 allow remote attackers to hijack the authentication of unspecified users for requests that conduct cross-site scripting ( XSS ) attacks via the width parameter to (1) uploader/admin/js/load or (2) uploader/js/load ,Multiple cross-site request forgery ( CSRF ) vulnerabilities ,remote attackers ,Vulnerability,Attacker
"CVE-20 1 4- 1 0008 Multiple cross-site request forgery ( CSRF ) vulnerabilities in Stark CRM 1 .0 allow remote attackers to hijack the authentication of administrators for requests that add ( 1 ) an administrator via a crafted request to the admin page , (2) an agent via a crafted request to the agent page, (3) a sub-agent via a crafted request to the sub page, (4) a partner via a crafted request to the partner page, or (5) a client via a crafted request to the client page. ",Multiple cross-site request forgery ( CSRF ) vulnerabilities ,remote attackers ,Vulnerability,Attacker
CVE- 2 014-10010 Directory traversal vulnerability in PHPJabbers Appointment Scheduler 2 .0 allows remote attackers to read arbitrary files via a .. (dot dot) in the id parameter in a pjActionDownload action to the pjBackup controller. ,Directory traversal vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-10012 Cross-site scripting ( XSS ) vulnerability in the Another WordPress Classifieds Plugin plugin for WordPress allows remote attackers to inject arbitrary web script or HTML via the query string to the default URI . ,Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
CVE- 2 014-10014 Multiple cross-site request forgery ( CSRF ) vulnerabilities in PHPJabbers Event Booking Calendar 2 .0 allow remote attackers to hijack the authentication of administrators for requests that (1) change the username and password of the administrator via an update action to the AdminOptions controller or conduct cross-site scripting (XSS) attacks via the ( 2 ) event title parameter in a create action to the AdminEvents controller or (3) category title parameter in a create action to the AdminCategories controller . ,Multiple cross-site request forgery ( CSRF ) vulnerabilities ,remote attackers ,Vulnerability,Attacker
"CVE-2014-10016 Multiple cross-site scripting ( XSS ) vulnerabilities in the Welcart e-Commerce plugin 1.3.12 for WordPress allow remote attackers to inject arbitrary web script or HTML via (1) unspecified vectors related to purchase limit or the (2) name, (3) intl, (4) nocod, or (5) time parameter in an add delivery action to wp-admin/admin-ajax.php. ",Multiple cross-site scripting ( XSS ) vulnerabilities ,remote attackers ,Vulnerability,Attacker
CVE-2014-10018 Cross-site scripting ( XSS ) vulnerability in webconfig/wlan/country.html/country in the Teracom T2-B-Gawv1.4U10Y-BI modem allows remote attackers to inject arbitrary web script or HTML via the essid parameter . ,Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-10020 SQL injection vulnerability in login.php in Simple e-document 1.31 allows remote attackers to execute arbitrary SQL commands via the username parameter . ,SQL injection vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-10028 Cross-site scripting ( XSS ) vulnerability in D-Link DAP-1360 router with firmware 2.5.4 and later allows remote attackers to inject arbitrary web script or HTML via the res buf parameter to index.cgi when res config is set to 41. ,Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-10030 Open redirect vulnerability in forums/login.php in FluxBB before 1.4.13 and 1.5.x before 1.5.7 allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks via a URL in the redirect url parameter . ,Open redirect vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-20 1 4- 1 0032 SQL injection vulnerability in news popup.php in Taboada MacroNews 1 .0 allows remote authenticated users to execute arbitrary SQL commands via the id parameter . ,SQL injection vulnerability ,remote authenticated users ,Vulnerability,Attacker
CVE-2014-10034 Multiple SQL injection vulnerabilities in the admin area in couponPHP before 1.2.0 allow remote administrators to execute arbitrary SQL commands via the (1) iDisplayLength or (2) iDisplayStart parameter to (a) comments or (b) stores in admin/ajax/. ,Multiple SQL injection vulnerabilities ,remote administrators ,Vulnerability,Attacker
CVE-2014-10036 Cross-site scripting ( XSS ) vulnerability in JetBrains TeamCity before 8.1 allows remote attackers to inject arbitrary web script or HTML via the cameFromUrl parameter to feed/generateFeedUrl.html. ,Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-10038 SQL injection vulnerability in agenda/indexdate.php in DomPHP 0.83 and earlier allows remote attackers to execute arbitrary SQL commands via the ids parameter . ,execute arbitrary SQL commands via the ids parameter ,remote attackers ,Vulnerability,Attacker
CVE-2014-1204 SQL injection vulnerability in Tableau Server 8.0.x before 8.0.7 and 8.1.x before 8.1.2 allows remote authenticated users to execute arbitrary SQL commands via unspecified vectors . NOTE: this can be exploited by unauthenticated remote attackers if the guest user is enabled . ,SQL injection vulnerability ,remote authenticated users ,Vulnerability,Attacker
CVE-2014-1206 SQL injection vulnerability in the password reset page in Open Web Analytics ( OWA ) before 1.5.5 allows remote attackers to execute arbitrary SQL commands via the owa email address parameter in a base.passwordResetRequest action to index.php . ,SQL injection vulnerability ,remote attackers ,Vulnerability,Attacker
"CVE-2014-1222 Directory traversal vulnerability in kcfinder/browse.php in Vtiger CRM before 6.0.0 Security patch 1 allows remote authenticated users to read arbitrary files via a .. (dot dot) in the file parameter in a download action . NOTE: it is likely that this issue is actually in the KCFinder third-party component, and it affects additional products besides Vtiger CRM . ",Directory traversal vulnerability ,remote authenticated users ,Vulnerability,Attacker
CVE-2014-1224 Incomplete blacklist vulnerability in the user registration feature in rexx Recruitment R6.1 and R7 without `` fixes from 2014-01-15 '' allows remote attackers to conduct cross-site scripting (XSS) attacks via the oninput event handler in the fname parameter to the default URI in /reg. ,Incomplete blacklist vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-1232 Cross-site scripting ( XSS ) vulnerability in the Foliopress WYSIWYG plugin before 2.6.8.5 for WordPress allows remote attackers to inject arbitrary web script or HTML via unspecified vectors . ,Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
CVE-2014-1237 Cross-site scripting ( XSS ) vulnerability in synetics i-doit pro before 1.2.4 allows remote attackers to inject arbitrary web script or HTML via the call parameter . ,Cross-site scripting ( XSS ) vulnerability ,remote attackers ,Vulnerability,Attacker
"CVE-2014-1243 Apple QuickTime before 7.7.5 does not initialize an unspecified pointer , which allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted track list in a movie file . ",does not initialize an unspecified pointer ,remote attackers ,Vulnerability,Attacker
CVE-2014-1245 Integer signedness error in Apple QuickTime before 7.7.5 allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted stsz atom in a movie file . ,Integer signedness error ,remote attackers ,Vulnerability,Attacker
CVE-2014-1249 Buffer overflow in Apple QuickTime before 7.7.5 allows remote attackers to execute arbitrary code or cause a denial of service ( application crash ) via a crafted PSD image . ,crafted PSD image ,remote attackers ,Vulnerability,Attacker
CVE-2014-1253 AppleMNT.sys in Apple Boot Camp 5 before 5.1 allows local users to cause a denial of service ( kernel memory corruption ) or possibly have unspecified other impact via a malformed header in a Portable Executable ( PE ) file . ,AppleMNT.sys ,local users ,Vulnerability,Attacker
"CVE-2014-1257 CFNetwork in Apple OS X through 10.8.5 does not remove session cookies upon a Safari reset action , which allows physically proximate attackers to bypass intended access restrictions by leveraging an unattended workstation. ",does not remove session cookies upon a Safari reset action ,physically proximate attackers ,Vulnerability,Attacker
CVE-2014-1261 Integer signedness error in CoreText in Apple OS X before 10.9.2 allows remote attackers to execute arbitrary code or cause a denial of service ( application crash ) via a crafted Unicode font. ,Integer signedness error ,remote attackers ,Vulnerability,Attacker
"CVE-2014-1263 curl and libcurl 7.27.0 through 7.35.0 , when using the SecureTransport/Darwinssl backend , as used in in Apple OS X 10.9.x before 10.9.2, does not verify that the server hostname matches a domain name in the subject 's Common Name ( CN ) or subjectAltName field of the X.509 certificate when accessing a URL that uses a numerical IP address , which allows man-in-the-middle attackers to spoof servers via an arbitrary valid certificate . ",does not verify that the server hostname matches a domain name in the subject 's Common Name ( CN ) or subjectAltName field of the X.509 certificate when accessing a URL that uses a numerical IP address ,man-in-the-middle attackers ,Vulnerability,Attacker
